Province,Electoral District Name,Electoral District Number,Candidate,Candidate Affiliation,Candidate Occupation,Votes Obtained,Percentage of Votes Obtained,Majority,Majority Percentage,Seat Assignment
Ontario,Kanata--Carleton,35041,Karen McCrimmon,Liberal,Mediator,32477,51.3,7648,12.1,75
Ontario,Kanata--Carleton,35041,Walter Pamic,Conservative,Business Owner,24829,39.2,,,
Ontario,Kanata--Carleton,35041,John Hansen,NDP,Retired Electrical Engineer,4313,6.8,,,
Ontario,Kanata--Carleton,35041,Andrew West,Green,Law school graduate,1704,2.7,,,
Ontario,Kenora,35042,Bob Nault,Liberal,Consultant,10918,35.5,498,1.6,29
Ontario,Kenora,35042,Howard Hampton,NDP,Lawyer ,10420,33.9,,,
Ontario,Kenora,35042,Greg Rickford,Conservative,Parliamentarian,8751,28.5,,,
Ontario,Kenora,35042,Ember C. McKillop,Green,Teacher,501,1.6,,,
Ontario,Kenora,35042,Kelvin Boucher-Chicago,Independent,Carpenter,162,0.5,,,
Ontario,King--Vaughan,35043,Deb Schulte,Liberal,Politician,25908,47.4,1738,3.2,164
Ontario,King--Vaughan,35043,Konstantin Toubis,Conservative,Real Estate Broker,24170,44.2,,,
Ontario,King--Vaughan,35043,Natalie Rizzo,NDP,Intake Worker,3571,6.5,,,
Ontario,King--Vaughan,35043,Ann Raney,Green,Engineer,1037,1.9,,,
Ontario,Kingston and the Islands,35044,Mark Gerretsen,Liberal,Self Employed - Property Management,36421,55.4,21493,32.7,123
Ontario,Kingston and the Islands,35044,Andy Brooke,Conservative,Retired,14928,22.7,,,
Ontario,Kingston and the Islands,35044,Daniel Beals,NDP,Student,11185,17,,,
Ontario,Kingston and the Islands,35044,Nathan Townend,Green,Farmer,2933,4.5,,,
Ontario,Kingston and the Islands,35044,Luke McAllister,Libertarian,Student,305,0.5,,,
Ontario,Kitchener Centre,35045,Raj Saini,Liberal,Pharmacist,25504,48.8,9632,18.4,160
Ontario,Kitchener Centre,35045,Stephen Woodworth,Conservative,Parliamentarian,15872,30.4,,,
Ontario,Kitchener Centre,35045,Susan Cadell,NDP,Professor,8680,16.6,,,
Ontario,Kitchener Centre,35045,Nicholas Wendler,Green,Philanthropist,1597,3.1,,,
Ontario,Kitchener Centre,35045,Slavko Miladinovic,Libertarian,Disabled,515,1,,,
Ontario,Kitchener Centre,35045,Julian Ichim,Marxist-Leninist,Journalist ,112,0.2,,,
Ontario,Kitchener South--Hespeler,35047,Marwan Tabbara,Liberal,Field Supervisor,20215,42.3,2671,5.6,231
Ontario,Kitchener South--Hespeler,35047,Marian Gagné,Conservative,Self Employed,17544,36.7,,,
Ontario,Kitchener South--Hespeler,35047,Lorne Bruce,NDP,Retail Clerk,7440,15.6,,,
Ontario,Kitchener South--Hespeler,35047,David Weber,Green,Police Officer,1767,3.7,,,
Ontario,Kitchener South--Hespeler,35047,Nathan Lajeunesse,Libertarian,Iron Worker,772,1.6,,,
Ontario,Kitchener South--Hespeler,35047,Elaine Baetz,Marxist-Leninist,Office worker,91,0.2,,,
Ontario,Kitchener--Conestoga,35046,Harold Albrecht,Conservative,Parliamentarian,20649,43.3,251,0.5,236
Ontario,Kitchener--Conestoga,35046,Tim Louis,Liberal,Musician,20398,42.8,,,
Ontario,Kitchener--Conestoga,35046,James Villeneuve,NDP,Sheet Metal Worker,4653,9.8,,,
Ontario,Kitchener--Conestoga,35046,Bob Jonkman,Green,IT Consultant,1314,2.8,,,
Ontario,Kitchener--Conestoga,35046,Richard Hodgson,Libertarian,Business Owner,685,1.4,,,
Ontario,Lambton--Kent--Middlesex,35048,Bev Shipley,Conservative,Retired Farmer,28300,50.2,11708,20.8,238
Ontario,Lambton--Kent--Middlesex,35048,Ken Filson,Liberal,Lender,16592,29.4,,,
Ontario,Lambton--Kent--Middlesex,35048,Rex Isaac,NDP,Steamfitter,9598,17,,,
Ontario,Lambton--Kent--Middlesex,35048,Jim Johnston,Green,Professor,1873,3.3,,,
Ontario,Lanark--Frontenac--Kingston,35049,Scott Reid,Conservative,Parliamentarian,27399,47.9,8074,14.1,209
Ontario,Lanark--Frontenac--Kingston,35049,Phil Archambault,Liberal,Operational Readiness Leader,19325,33.8,,,
Ontario,Lanark--Frontenac--Kingston,35049,John Fenik,NDP,Municipal Politician,8073,14.1,,,
Ontario,Lanark--Frontenac--Kingston,35049,Anita Payne,Green,Retired Teacher,2025,3.5,,,
Ontario,Lanark--Frontenac--Kingston,35049,Mark Budd,Libertarian,Patent Agent,418,0.7,,,
Ontario,Leeds--Grenville--Thousand Islands and Rideau Lakes,35050,Gord Brown,Conservative,Parliamentarian,26738,47.4,3850,6.8,211
Ontario,Leeds--Grenville--Thousand Islands and Rideau Lakes,35050,Mary Jean McFall,Liberal,Lawyer,22888,40.6,,,
Ontario,Leeds--Grenville--Thousand Islands and Rideau Lakes,35050,Margaret Andrade,NDP,Unemployed,4722,8.4,,,
Ontario,Leeds--Grenville--Thousand Islands and Rideau Lakes,35050,Lorraine A. Rekmans,Green,Business Owner,2088,3.7,,,
Ontario,London North Centre,35052,Peter Fragiskatos,Liberal,"Academic, Media Commentator",32427,50.5,12437,19.4,119
Ontario,London North Centre,35052,Susan Truppe,Conservative,Parliamentarian,19990,31.1,,,
Ontario,London North Centre,35052,German Gutierrez,NDP,Journalist - Professor,9423,14.7,,,
Ontario,London North Centre,35052,Carol Dyck,Green,Homemaker,2286,3.6,,,
Ontario,London North Centre,35052,Marvin Roman,Marxist-Leninist,Social Worker,145,0.2,,,
Ontario,London West,35053,Kate Young,Liberal,Public Affairs Manager,31167,45.8,7131,10.5,82
Ontario,London West,35053,Ed Holder,Conservative,Parliamentarian,24036,35.3,,,
Ontario,London West,35053,Matthew Rowlinson,NDP,University Professor,10087,14.8,,,
Ontario,London West,35053,Dimitri Lascaris,Green,Lawyer,1918,2.8,,,
Ontario,London West,35053,Jacques Y. Boudreau,Libertarian,Actuary,732,1.1,,,
Ontario,London West,35053,Michael Lewis,Communist,Graphic artist,87,0.1,,,
Ontario,London--Fanshawe,35051,Irene Mathyssen,NDP,Parliamentarian,20684,37.8,3470,6.3,222
Ontario,London--Fanshawe,35051,Khalil Ramal,Liberal,Vice President Global Financial,17214,31.4,,,
Ontario,London--Fanshawe,35051,Suzanna Dieleman,Conservative,Director of Finance,14891,27.2,,,
Ontario,London--Fanshawe,35051,Matthew Peloza,Green,Accountant,1604,2.9,,,
Ontario,London--Fanshawe,35051,Ali Hamadi,Independent,Retired,352,0.6,,,
Ontario,Markham--Stouffville,35054,Jane Philpott,Liberal,Physician,29416,49.2,3851,6.4,4
Ontario,Markham--Stouffville,35054,Paul Calandra,Conservative,Parliamentarian,25565,42.8,,,
Ontario,Markham--Stouffville,35054,Gregory Hines,NDP,Community Worker,3647,6.1,,,
Ontario,Markham--Stouffville,35054,Myles O'Brien,Green,Municipal Civil Servant-Environmental Coordinator,1145,1.9,,,
Ontario,Markham--Thornhill,35055,John McCallum,Liberal,Parliamentarian,23878,55.7,10029,23.4,
Ontario,Markham--Thornhill,35055,Jobson Easow,Conservative,Self-Employed,13849,32.3,,,
Ontario,Markham--Thornhill,35055,Senthi Chelliah,NDP,Publisher,4595,10.7,,,
Ontario,Markham--Thornhill,35055,Joshua Russell,Green,Rescue Guide,535,1.2,,,
Ontario,Markham--Unionville,35056,Bob Saroya,Conservative,Businessman,24605,49.4,3009,6,315
Ontario,Markham--Unionville,35056,Bang-Gu Jiang,Liberal,Barrister,21596,43.3,,,
Ontario,Markham--Unionville,35056,Colleen Zimmerman,NDP,Student,2528,5.1,,,
Ontario,Markham--Unionville,35056,Elvin Kao,Green,Data Analyst,1110,2.2,,,
Ontario,Milton,35057,Lisa Raitt,Conservative,Parliamentarian,22378,45.4,2438,4.9,325
Ontario,Milton,35057,Azim Rizvee,Liberal,Business Owner,19940,40.4,,,
Ontario,Milton,35057,Alex Anabusi,NDP,Labratory technologist,5366,10.9,,,
Ontario,Milton,35057,Mini Batra,Green,Project Manager,1131,2.3,,,
Ontario,Milton,35057,Chris Jewell,Libertarian,Project Superintendent (Construction),493,1,,,
Ontario,Mississauga Centre,35058,Omar Alghabra,Liberal,Engineer,28372,54.7,10941,21.1,67
Ontario,Mississauga Centre,35058,Julius Tiangson,Conservative,Financial Services Advisor,17431,33.6,,,
Ontario,Mississauga Centre,35058,Farheen Khan,NDP,Consultant,4920,9.5,,,
Ontario,Mississauga Centre,35058,Linh Nguyen,Green,"Research, Ryerson University",1129,2.2,,,
Ontario,Mississauga East--Cooksville,35059,Peter Fonseca,Liberal,Business Person,28154,54.2,9801,18.9,118
Ontario,Mississauga East--Cooksville,35059,Wladyslaw Lizon,Conservative,Parliamentarian,18353,35.4,,,
Ontario,Mississauga East--Cooksville,35059,Ali Naqvi,NDP,Business,4481,8.6,,,
Ontario,Mississauga East--Cooksville,35059,Jaymini Bhikha,Green,Executive Assistant,766,1.5,,,
Ontario,Mississauga East--Cooksville,35059,Tim Sullivan,Marxist-Leninist,Truck driver - retired,163,0.3,,,
Ontario,Mississauga--Erin Mills,35060,Iqra Khalid,Liberal,Lawyer,27520,49.7,5804,10.5,133
Ontario,Mississauga--Erin Mills,35060,Bob Dechert,Conservative,Parliamentarian,21716,39.2,,,
Ontario,Mississauga--Erin Mills,35060,Michelle Bilek,NDP,For Non-Profit Worker ,5206,9.4,,,
Ontario,Mississauga--Erin Mills,35060,Andrew Roblin,Green,Organizer - Green Party of Canada,905,1.6,,,
Ontario,Mississauga--Lakeshore,35061,Sven Spengemann,Liberal,Lawyer,28279,47.7,3844,6.5,230
Ontario,Mississauga--Lakeshore,35061,Stella Ambler,Conservative,Mother,24435,41.2,,,
Ontario,Mississauga--Lakeshore,35061,Eric Guerbilsky,NDP,HR Manager,4735,8,,,
Ontario,Mississauga--Lakeshore,35061,Ariana Burgener,Green,Business management services,1397,2.4,,,
Ontario,Mississauga--Lakeshore,35061,Paul Woodworth,Libertarian,Manager - Bell Canada,316,0.5,,,
Ontario,Mississauga--Lakeshore,35061,Dagmar Sullivan,Marxist-Leninist,Retired assembler ,111,0.2,,,
Ontario,Mississauga--Malton,35062,Navdeep Bains,Liberal,Professor,26165,59.1,14464,32.7,21
Ontario,Mississauga--Malton,35062,Jagdish Grewal,Conservative,Real Estate ,11701,26.4,,,
Ontario,Mississauga--Malton,35062,Dianne Douglas,NDP,Executive Director of Sales and Marketing,5450,12.3,,,
Ontario,Mississauga--Malton,35062,Heather Mercer,Green,Administrator,737,1.7,,,
Ontario,Mississauga--Malton,35062,Naresh Tharani,Independent,Businessman,203,0.5,,,
Ontario,Mississauga--Streetsville,35063,Gagan Sikand,Liberal,Lawyer,26792,47.8,4171,7.4,199
Ontario,Mississauga--Streetsville,35063,Brad Butt,Conservative,Parliamentarian,22621,40.4,,,
Ontario,Mississauga--Streetsville,35063,Fayaz Karim,Christian Heritage,Political Advisor,5040,9,,,
Ontario,Mississauga--Streetsville,35063,Chris Hill,Green,Management Consultant,1293,2.3,,,
Ontario,Mississauga--Streetsville,35063,Yegor Tarazevich,Christian Heritage,Computer Programmer,253,0.5,,,
Ontario,Nepean,35064,Chandra Arya,Liberal,Business Consultant,34017,52.4,10575,16.3,92
Ontario,Nepean,35064,Andy Wang,Conservative,IT consultant,23442,36.1,,,
Ontario,Nepean,35064,Sean Devine,NDP,Non-Profit Manager,5324,8.2,,,
Ontario,Nepean,35064,Jean-Luc Roger Cooke,Green,Computer Security Engineer,1513,2.3,,,
Ontario,Nepean,35064,Jesus Cosico,Independent,Public Servant,416,0.6,,,
Ontario,Nepean,35064,Hubert Mamba,Independent,Engineer,69,0.1,,,
Ontario,Nepean,35064,Harry Splett,Independent,Retired Engineering Technician,66,0.1,,,
Ontario,Nepean,35064,Tony Seed,Marxist-Leninist,Journalist,41,0.1,,,
Ontario,Newmarket--Aurora,35065,Kyle Peterson,Liberal,Lawyer,25508,45.2,1451,2.6,154
Ontario,Newmarket--Aurora,35065,Lois Brown,Conservative,Parliamentarian,24057,42.6,,,
Ontario,Newmarket--Aurora,35065,Yvonne Kelly,NDP,Social Worker,4806,8.5,,,
Ontario,Newmarket--Aurora,35065,Vanessa Long,Green,Coach,1331,2.4,,,
Ontario,Newmarket--Aurora,35065,Dorian Baxter,PC,Anglican Clergyman,762,1.3,,,
Ontario,Niagara Centre,35066,Vance Badawey,Liberal,Ship Chandler,19513,35.7,2295,4.2,94
Ontario,Niagara Centre,35066,Malcolm Allen,NDP,Parliamentarian,17218,31.5,,,
Ontario,Niagara Centre,35066,Leanna Villella,Conservative,Self Employed - Rose City Travel,16248,29.7,,,
Ontario,Niagara Centre,35066,David Clow,Green,Filmmaker,1316,2.4,,,
Ontario,Niagara Centre,35066,Jody Di Bartolomeo,Animal Alliance,College instructor,291,0.5,,,
Ontario,Niagara Centre,35066,Ron J. Walker,Marxist-Leninist,Retired,96,0.2,,,
Ontario,Niagara Falls,35067,Rob Nicholson,Conservative,Parliamentarian,27235,42.1,4917,7.6,169
Ontario,Niagara Falls,35067,Ron Planche,Liberal,Marketing Communications,22318,34.5,,,
Ontario,Niagara Falls,35067,Carolynn Ioannoni,NDP,City Councillor,13525,20.9,,,
Ontario,Niagara Falls,35067,Steven Soos,Green,Student,1633,2.5,,,
Ontario,Niagara West,35068,Dean Allison,Conservative,Parliamentarian,24732,48.8,8151,16.1,207
Ontario,Niagara West,35068,Phil Rose,Liberal,Professor,16581,32.7,,,
Ontario,Niagara West,35068,Nameer Rahman,NDP,Policy Analyst,5802,11.5,,,
Ontario,Niagara West,35068,Sid Frere,Green,Retired Principal,1511,3,,,
Ontario,Niagara West,35068,Harold Jonker,Christian Heritage,Operations Manager,1234,2.4,,,
Ontario,Niagara West,35068,Allan de Roo,Libertarian,Shop Manager,797,1.6,,,
Ontario,Nickel Belt,35069,Marc G. Serré,Liberal,District Manager,21021,42.8,2465,5,165
Ontario,Nickel Belt,35069,Claude Gravelle,NDP,Parliamentarian,18556,37.8,,,
Ontario,Nickel Belt,35069,Aino Laamanen,Conservative,Retired,8221,16.7,,,
Ontario,Nickel Belt,35069,Stuart McCall,Green,Organic Farmer,1217,2.5,,,
Ontario,Nickel Belt,35069,Dave Starbuck,Marxist-Leninist,College Teacher (Retired),98,0.2,,,
Ontario,Nipissing--Timiskaming,35070,Anthony Rota,Liberal,Director,25357,51.9,11032,22.6,302
Ontario,Nipissing--Timiskaming,35070,Jay Aspin,Conservative,Parliamentarian,14325,29.3,,,
Ontario,Nipissing--Timiskaming,35070,Kathleen Jodouin,NDP,Social Service Worker,7936,16.2,,,
Ontario,Nipissing--Timiskaming,35070,Nicole Peltier,Green,Student,1257,2.6,,,
Ontario,Northumberland--Peterborough South,35071,Kim Rudd,Liberal,Self-employed,27043,42.5,1878,3,70
Ontario,Northumberland--Peterborough South,35071,Adam Moulton,Conservative,Business Manager,25165,39.6,,,
Ontario,Northumberland--Peterborough South,35071,Russ Christianson,NDP,Business Consultant,9411,14.8,,,
Ontario,Northumberland--Peterborough South,35071,Patricia Sinnott,Green,Pharmacist,1990,3.1,,,
Ontario,Oakville,35072,John Oliver,Liberal,Healthcare Professional,31956,49.4,4459,6.9,151
Ontario,Oakville,35072,Terence Young,Conservative,Parliamentarian,27497,42.5,,,
Ontario,Oakville,35072,Che Marville,NDP,Project manager ,3830,5.9,,,
Ontario,Oakville,35072,David Doel,Green,Video Producer,1420,2.2,,,
Ontario,Oakville North--Burlington,35073,Pam Damoff,Liberal,Town Councillor,28415,46.7,2073,3.4,104
Ontario,Oakville North--Burlington,35073,Effie Triantafilopoulos,Conservative,Lawyer,26342,43.3,,,
Ontario,Oakville North--Burlington,35073,Janice Best,NDP,Labour Relations Specialist,4405,7.2,,,
Ontario,Oakville North--Burlington,35073,Adnan Shahbaz,Green,Teacher,968,1.6,,,
Ontario,Oakville North--Burlington,35073,David Clement,Libertarian,Consultant,666,1.1,,,
Ontario,Orléans,35076,Andrew Leslie,Liberal,Retired Military Officer,46542,59.7,22721,29.1,38
Ontario,Orléans,35076,Royal Galipeau,Conservative,Parliamentarian,23821,30.5,,,
Ontario,Orléans,35076,Nancy Tremblay,NDP,Scientist,6215,8,,,
Ontario,Orléans,35076,Raphaël Morin,Green,GIS Technician,1410,1.8,,,
Ontario,Oshawa,35074,Colin Carrie,Conservative,Parliamentarian,23162,38.2,3823,6.3,208
Ontario,Oshawa,35074,Mary Fowler,NDP,Educator,19339,31.9,,,
Ontario,Oshawa,35074,Tito-Dante Marimpietri,Liberal,Self-employed G.R. Consultant,16588,27.3,,,
Ontario,Oshawa,35074,Michael Dempsey,Green,Entrepreneur,1522,2.5,,,
Ontario,Oshawa,35074,David Gershuny,Marxist-Leninist,Truck Driver,75,0.1,,,
Ontario,Ottawa Centre,35075,Catherine Mary McKenna,Liberal,Lawyer,32211,42.7,3113,4.1,20
Ontario,Ottawa Centre,35075,Paul Dewar,NDP,Parliamentarian,29098,38.5,,,
Ontario,Ottawa Centre,35075,Damian Konstantinakos,Conservative,Engineer,10943,14.5,,,
Ontario,Ottawa Centre,35075,Tom Milroy,Green,Human Resources Consultant,2246,3,,,
Ontario,Ottawa Centre,35075,Dean T. Harris,Libertarian,Student,551,0.7,,,
Ontario,Ottawa Centre,35075,Conrad Lukawski,Rhinoceros,PHP Developer,167,0.2,,,
Ontario,Ottawa Centre,35075,John Andrew Omowole Akpata,Radical Marijuana,Writer,160,0.2,,,
Ontario,Ottawa Centre,35075,Stuart Ryan,Communist,Union representative,124,0.2,,,
Ontario,Ottawa South,35077,David McGuinty,Liberal,Parliamentarian,38831,60.1,23120,35.8,57
Ontario,Ottawa South,35077,Dev Balkissoon,Conservative,Management Consultant,15711,24.3,,,
Ontario,Ottawa South,35077,George Brown,NDP,Lawyer,7480,11.6,,,
Ontario,Ottawa South,35077,John Redins,Green,Disability advocate,1888,2.9,,,
Ontario,Ottawa South,35077,Al Gullon,PC,Professional Engineer,366,0.6,,,
Ontario,Ottawa South,35077,Damien Wilson,Libertarian,Student,237,0.4,,,
Ontario,Ottawa South,35077,Larry Wasslen,Communist,Retired Nurse,136,0.2,,,
Ontario,Ottawa West--Nepean,35079,Anita Vandenbeld,Liberal,International Development Consultant,35199,55.9,16306,25.9,263
Ontario,Ottawa West--Nepean,35079,Abdul Abdi,Conservative,Police Officer,18893,30,,,
Ontario,Ottawa West--Nepean,35079,Marlene Rivier,NDP,Psychological Associate,6195,9.8,,,
Ontario,Ottawa West--Nepean,35079,Mark Brooks,Green,Algonquin College Professor,1772,2.8,,,
Ontario,Ottawa West--Nepean,35079,Rod Taylor,Christian Heritage,Quality Control Supervisor,740,1.2,,,
Ontario,Ottawa West--Nepean,35079,Sam Heaton,Marxist-Leninist,Social Media Consultant,114,0.2,,,
Ontario,Ottawa--Vanier,35078,Mauril Bélanger,Liberal,Parliamentarian,36474,57.6,24280,38.3,
Ontario,Ottawa--Vanier,35078,Emilie Taman,NDP,Lawyer,12194,19.2,,,
Ontario,Ottawa--Vanier,35078,David Piccini,Conservative,Civil Servant,12109,19.1,,,
Ontario,Ottawa--Vanier,35078,Nira Dookeran,Green,Teacher,1947,3.1,,,
Ontario,Ottawa--Vanier,35078,Coreen Corcoran,Libertarian,Technical Writer,503,0.8,,,
Ontario,Ottawa--Vanier,35078,Christian Legeais,Marxist-Leninist,Documentalist,128,0.2,,,
Ontario,Oxford,35080,Dave MacKenzie,Conservative,Parliamentarian,25966,45.7,7667,13.5,242
Ontario,Oxford,35080,Don McKay,Liberal,Farmer,18299,32.2,,,
Ontario,Oxford,35080,Zoe Kunschner,NDP,Cook,9406,16.5,,,
Ontario,Oxford,35080,Mike Farlow,Green,Retired,2004,3.5,,,
Ontario,Oxford,35080,Melody Ann Aldred,Christian Heritage,Homemaker,1175,2.1,,,
Ontario,Parkdale--High Park,35081,Arif Virani,Liberal,Lawyer,24623,42,1057,1.8,64
Ontario,Parkdale--High Park,35081,Peggy Nash,NDP,Labour Negotiator,23566,40.2,,,
Ontario,Parkdale--High Park,35081,Ian Allen,Conservative,Political Staffer,7641,13,,,
Ontario,Parkdale--High Park,35081,Adam Phipps,Green,Teacher,1743,3,,,
Ontario,Parkdale--High Park,35081,Mark Jeftovic,Libertarian,CEO,610,1,,,
Ontario,Parkdale--High Park,35081,Terry Parker,Radical Marijuana,Advocate,191,0.3,,,
Ontario,Parkdale--High Park,35081,Lorne Gershuny,Marxist-Leninist,Lawyer,100,0.2,,,
Ontario,Parkdale--High Park,35081,Carol Royer,Independent,Project Coordinator,93,0.2,,,
Ontario,Parry Sound--Muskoka,35082,Tony Clement,Conservative,Lawyer - Business Person,22206,43.3,2269,4.4,176
Ontario,Parry Sound--Muskoka,35082,Trisha Cowie,Liberal,Lawyer,19937,38.9,,,
Ontario,Parry Sound--Muskoka,35082,Matt McCarthy,NDP,Translator,5183,10.1,,,
Ontario,Parry Sound--Muskoka,35082,Glen Hodgson,Green,Teacher,3704,7.2,,,
Ontario,Parry Sound--Muskoka,35082,Duncan Bell,Pirate,Software developer,121,0.2,,,
Ontario,Parry Sound--Muskoka,35082,Gordie Merton,Canadian Action,Young pensioner,88,0.2,,,
Ontario,Parry Sound--Muskoka,35082,Albert Gray Smith,Marxist-Leninist,Artist ,40,0.1,,,
Ontario,Perth--Wellington,35083,John Nater,Conservative,University Lecturer,22255,42.9,2775,5.4,313
Ontario,Perth--Wellington,35083,Stephen McCotter,Liberal,Lawyer,19480,37.6,,,
Ontario,Perth--Wellington,35083,Ethan Rabidoux,NDP,Project Administrator,7756,15,,,
Ontario,Perth--Wellington,35083,Nicole Ramsdale,Green,Administrative Coordinator,1347,2.6,,,
Ontario,Perth--Wellington,35083,Irma DeVries,Christian Heritage,Farmer,794,1.5,,,
Ontario,Perth--Wellington,35083,Roger Fuhr,Independent,Tool + Die Maker (Retired),219,0.4,,,
Ontario,Peterborough--Kawartha,35084,Maryam Monsef,Liberal,Community Organizer,29159,43.8,5824,8.8,41
Ontario,Peterborough--Kawartha,35084,Michael Skinner,Conservative,Entrepreneur,23335,35.1,,,
Ontario,Peterborough--Kawartha,35084,Dave Nickle,NDP,Teacher - Retired,12437,18.7,,,
Ontario,Peterborough--Kawartha,35084,Doug Mason,Green,Teacher,1480,2.2,,,
Ontario,Peterborough--Kawartha,35084,Toban Leckie,Strength in Democracy,Contractor,131,0.2,,,
Ontario,Pickering--Uxbridge,35085,Jennifer O'Connell,Liberal,Regional Councillor,29757,50.3,7166,12.1,150
Ontario,Pickering--Uxbridge,35085,Corneliu Chisu,Conservative,Parliamentarian,22591,38.2,,,
Ontario,Pickering--Uxbridge,35085,Pamela Downward,NDP,Teacher,5446,9.2,,,
Ontario,Pickering--Uxbridge,35085,Anthony Jordan Navarro,Green,Linux System Administrator,1365,2.3,,,
Ontario,Renfrew--Nipissing--Pembroke,35086,Cheryl Gallant,Conservative,Parliamentarian,26195,45.8,7529,13.2,202
Ontario,Renfrew--Nipissing--Pembroke,35086,Jeff Lehoux,Liberal,Veteran,18666,32.7,,,
Ontario,Renfrew--Nipissing--Pembroke,35086,Hector Clouthier,Independent,Consultant,6300,11,,,
Ontario,Renfrew--Nipissing--Pembroke,35086,Dan McCarthy,NDP,Lawyer,4893,8.6,,,
Ontario,Renfrew--Nipissing--Pembroke,35086,Stefan Klietsch,Green,Security Guard,1105,1.9,,,
Ontario,Richmond Hill,35087,Majid Jowhari,Liberal,Management Consultant,23032,46.9,1757,3.6,131
Ontario,Richmond Hill,35087,Michael Parsa,Conservative,Businessman,21275,43.3,,,
Ontario,Richmond Hill,35087,Adam DeVita,NDP,Software Developer,3950,8,,,
Ontario,Richmond Hill,35087,Gwendolyn Veenema,Green,Student,856,1.7,,,
Ontario,St. Catharines,35089,Chris Bittle,Liberal,Lawyer,24870,43.2,3233,5.6,97
Ontario,St. Catharines,35089,Rick Dykstra,Conservative,Parliamentarian,21637,37.6,,,
Ontario,St. Catharines,35089,Susan Erskine-Fournier,NDP,Retired ,9511,16.5,,,
Ontario,St. Catharines,35089,Jim Fannon,Green,Real Estate Sales,1488,2.6,,,
Ontario,St. Catharines,35089,Saleh Waziruddin,Communist,Call Centre Worker,85,0.1,,,
Ontario,Sarnia--Lambton,35091,Marilyn Gladu,Conservative,Engineer,22565,38.8,4463,7.7,215
Ontario,Sarnia--Lambton,35091,Jason Wayne McMichael,NDP,Border Services Officer CBSA,18102,31.1,,,
Ontario,Sarnia--Lambton,35091,Dave McPhail,Liberal,Retired,15853,27.3,,,
Ontario,Sarnia--Lambton,35091,Peter Smith,Green,Energy Consultant,1605,2.8,,,
Ontario,Sault Ste. Marie,35092,Terry Sheehan,Liberal,Employment and Training Consultant,19582,44.8,5967,13.6,167
Ontario,Sault Ste. Marie,35092,Bryan Hayes,Conservative,Parliamentarian,13615,31.1,,,
Ontario,Sault Ste. Marie,35092,Skip Morrison,NDP,Steelworker,9543,21.8,,,
Ontario,Sault Ste. Marie,35092,Kara Flannigan,Green,Public Health Inspector,934,2.1,,,
Ontario,Sault Ste. Marie,35092,Mike Taffarel,Marxist-Leninist,Retired Steelworker,83,0.2,,,
Ontario,Scarborough Centre,35094,Salma Zahid,Liberal,Community Activist,22753,50.5,8048,17.9,301
Ontario,Scarborough Centre,35094,Roxanne James,Conservative,Politician,14705,32.7,,,
Ontario,Scarborough Centre,35094,Alex Wilson,NDP,Clergy,5227,11.6,,,
Ontario,Scarborough Centre,35094,Katerina Androutsos,Libertarian,Letter carrier,1384,3.1,,,
Ontario,Scarborough Centre,35094,Lindsay Thompson,Green,Client Relations for IT Company,960,2.1,,,
Ontario,Scarborough North,35096,Shaun Chen,Liberal,School Trustee,18904,48.2,8167,20.8,102
Ontario,Scarborough North,35096,Ravinder Malhi,Conservative,Self-employed,10737,27.4,,,
Ontario,Scarborough North,35096,Rathika Sitsabaiesan,NDP,Parliamentarian,8648,22.1,,,
Ontario,Scarborough North,35096,Eleni MacDonald,Green,Sales Consultant,579,1.5,,,
Ontario,Scarborough North,35096,Raphael Rosch,Independent,Entrepreneur,164,0.4,,,
Ontario,Scarborough North,35096,Aasia Khatoon,Independent,Dental Hygienist,156,0.4,,,
Ontario,Scarborough Southwest,35098,Bill Blair,Liberal,Retired Police Chief,25586,52.5,14012,28.7,79
Ontario,Scarborough Southwest,35098,Dan Harris,NDP,Parliamentarian,11574,23.7,,,
Ontario,Scarborough Southwest,35098,Roshan Nallaratnam,Conservative,Police Officer,10347,21.2,,,
Ontario,Scarborough Southwest,35098,Tommy Taylor,Green,Theatre Artist,1259,2.6,,,
Ontario,Scarborough--Agincourt,35093,Arnold Chan,Liberal,Lawyer,21587,51.9,5785,13.9,96
Ontario,Scarborough--Agincourt,35093,Bin Chang,Conservative,Associate Professor,15802,38,,,
Ontario,Scarborough--Agincourt,35093,Laura Patrick,NDP,Student,3263,7.9,,,
Ontario,Scarborough--Agincourt,35093,Debra Scott,Green,Communications ,570,1.4,,,
Ontario,Scarborough--Agincourt,35093,Jude Coutinho,Christian Heritage,Catechist,334,0.8,,,
Ontario,Scarborough--Guildwood,35095,John McKay,Liberal,Parliamentarian,25167,60,14059,33.5,28
Ontario,Scarborough--Guildwood,35095,Chuck Konkel,Conservative,Police Officer,11108,26.5,,,
Ontario,Scarborough--Guildwood,35095,Laura Casselman,NDP,Public Relations,4720,11.3,,,
Ontario,Scarborough--Guildwood,35095,Kathleen Holding,Green,Homemaker,606,1.4,,,
Ontario,Scarborough--Guildwood,35095,Kevin Clarke,Independent,Servant,175,0.4,,,
Ontario,Scarborough--Guildwood,35095,Paul Coulbeck,Radical Marijuana,Author,141,0.3,,,
Ontario,Scarborough--Rouge Park,35097,Gary Anandasangaree,Liberal,Lawyer,29913,60.2,16326,32.9,90
Ontario,Scarborough--Rouge Park,35097,Leslyn Lewis,Conservative,Lawyer,13587,27.4,,,
